cell_class,gene,rank_score,adj_p_value,diff_mean_log_expr,cohen_d,pct_expr_case,pct_expr_control,traditional_rank,combined_ml_biomarker_score,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,ml_rank,random_forest_importance,rf_rank,traditional_score_scaled,ml_score_scaled,rf_score_scaled,consensus_score,mean_rank
endothelial cells,CLIC5,0.0830307538638414,0.030275979072714107,0.03341114358766653,1.6361305067394145,0.034579918032786885,0.013553113553113554,56,0.16421560165198504,0.7083333333333333,0.8027777777777777,76,0.00010782608695652262,186,0.0043443331457516336,0.2559302067209215,0.012420937714035135,0.09089849252690274,106.0
endothelial cells,TBL1XR1,0.35109025090364293,0.015355771062091409,0.12027583700688482,1.6094153372782423,0.23232581967213115,0.189010989010989,21,0.14320484468241293,0.6833333333333333,0.8555555555555555,85,4.454598555594762e-19,236,0.06459501330401382,0.20680189261875243,5.1314382967809606e-17,0.09046563530758876,114.0
endothelial cells,CTSC,0.2671701601642098,0.04773473824362877,0.13033084777243276,1.5516133985739924,0.21362704918032788,0.14835164835164835,28,0.14300598288642039,0.6833333333333332,0.7583333333333332,86,1.1285505158253176e-18,203,0.04573262416342996,0.20633690486078674,1.300024517245132e-16,0.0840231763414056,105.66666666666667
endothelial cells,ARHGEF15,0.4486584051143826,0.014636513519985149,0.14291036137589136,1.711274234704356,0.23155737704918034,0.20476190476190476,17,0.12309706465109332,0.6583333333333332,0.8583333333333334,89,4.744542840278446e-19,230,0.0865250240587174,0.15978496054407187,5.465437239174989e-17,0.08210332820092978,112.0
endothelial cells,BMP2K,0.14675321852367565,0.014214520155470025,0.046830344741378586,1.6964084252527796,0.055327868852459015,0.02454212454212454,45,0.13882887727106977,0.675,0.7305555555555555,87,0.00023825193156732922,175,0.018666981212743176,0.19656980522672443,0.027445235988574866,0.08089400747601416,102.33333333333333
endothelial cells,EZR,0.1037168798997848,0.04789108202828814,0.05171835888311653,1.5195485039881018,0.08145491803278689,0.05714285714285714,53,0.14939831576075394,0.6916666666666667,0.6055555555555555,84,0.0,288,0.008993872435605883,0.22128375031479303,0.0,0.0767592075834663,141.66666666666666
endothelial cells,EHD1,0.18893001110702587,0.007468644335577883,0.04871808920678339,1.8234446433769942,0.05609631147540984,0.03333333333333333,38,0.1202551766893944,0.65,0.7611111111111111,91,0.00037564231283114253,169,0.028146893202817096,0.15313992797205592,0.043271808354809975,0.07485287650989433,99.33333333333333
endothelial cells,MOB1B,0.10857837681769857,0.03695385750032806,0.05162586699038639,1.4683507170955454,0.07581967213114754,0.056043956043956046,52,0.0979560507950354,0.6166666666666666,0.6777777777777778,93,0.000788961038961039,166,0.01008657200091212,0.10099909065103907,0.09088372026044957,0.06732312763746691,103.66666666666667
endothelial cells,ATL3,0.18843856735115427,0.03344080000393383,0.08126124299543758,1.5713805961692229,0.23744877049180327,0.23846153846153847,39,0.11570077198093104,0.65,0.7722222222222221,92,0.0,268,0.028036433320299307,0.1424906103206347,0.0,0.05684234788031134,133.0
endothelial cells,STX7,0.22128816807746543,0.014214520155470025,0.07199557663027178,1.6638819860563774,0.15829918032786885,0.1498168498168498,31,0.05476166510120447,0.575,0.7027777777777777,96,0.0,296,0.03541990903574362,0.0,0.0,0.011806636345247874,141.0
