gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
MYL12A,0.8428571428571429,0.8249999999999998,0.8541666666666666,0.32499999999999984
KLF7,0.8142857142857143,0.8249999999999998,0.8527777777777779,0.32499999999999984
KRT10,0.8190476190476191,0.8249999999999998,0.8611111111111113,0.32499999999999984
SOCS2,0.8095238095238095,0.8166666666666667,0.8555555555555555,0.31666666666666665
FOXO3,0.8190476190476191,0.8166666666666667,0.8666666666666666,0.31666666666666665
ELK4,0.8095238095238095,0.8166666666666667,0.9055555555555556,0.31666666666666665
MAP3K1,0.819047619047619,0.8166666666666667,0.95,0.31666666666666665
ATOH8,0.8142857142857143,0.8166666666666667,0.8916666666666666,0.31666666666666665
SERPINE1,0.8428571428571429,0.8166666666666667,0.9111111111111111,0.31666666666666665
ITGB8,0.8142857142857143,0.8083333333333332,0.961111111111111,0.30833333333333324
MXD4,0.8142857142857143,0.8083333333333332,0.888888888888889,0.30833333333333324
NDUFB9,0.8190476190476191,0.8083333333333332,0.9083333333333332,0.30833333333333324
PSME2,0.8428571428571429,0.8083333333333332,0.8347222222222221,0.30833333333333324
ZFP36L1,0.8095238095238095,0.8083333333333332,0.8972222222222221,0.30833333333333324
PRKCA,0.8142857142857143,0.8083333333333332,0.8,0.30833333333333324
APOL3,0.8190476190476191,0.8083333333333332,0.7833333333333334,0.30833333333333324
TSPAN8,0.8095238095238095,0.8,0.9111111111111111,0.30000000000000004
PLIN2,0.8095238095238095,0.8,0.8638888888888889,0.30000000000000004
DDIT4L,0.8142857142857143,0.8,0.85,0.30000000000000004
PDLIM1,0.819047619047619,0.8,0.9,0.30000000000000004
TRDMT1,0.7904761904761906,0.8,0.7527777777777778,0.30000000000000004
RUNX1T1,0.819047619047619,0.8,0.875,0.30000000000000004
SDC1,0.819047619047619,0.8,0.7888888888888889,0.30000000000000004
EFNB2,0.8142857142857143,0.7999999999999999,0.8305555555555555,0.29999999999999993
ETAA1,0.8095238095238095,0.7999999999999999,0.8666666666666666,0.29999999999999993
SH3BP5,0.8095238095238095,0.7999999999999999,0.9444444444444444,0.29999999999999993
CLCNKB,0.819047619047619,0.7999999999999998,0.8333333333333334,0.2999999999999998
IRF2BP2,0.8095238095238095,0.7999999999999998,0.8666666666666666,0.2999999999999998
ERRFI1,0.8095238095238095,0.7999999999999998,0.8861111111111111,0.2999999999999998
