gene,knn_single_gene_accuracy_mean,knn_single_gene_balanced_accuracy_mean,knn_single_gene_roc_auc_mean,knn_single_gene_importance_score
LINC00473,0.9095238095238095,0.9166666666666666,0.9666666666666668,0.41666666666666663
CDADC1,0.9095238095238095,0.9166666666666666,0.9027777777777779,0.41666666666666663
FZD1,0.9095238095238095,0.9166666666666666,0.9333333333333332,0.41666666666666663
CTH,0.9095238095238095,0.9083333333333332,0.9833333333333332,0.4083333333333332
TGM7,0.9047619047619048,0.9083333333333332,0.9361111111111111,0.4083333333333332
MEPCE,0.9142857142857143,0.9083333333333332,0.975,0.4083333333333332
KLF9,0.9047619047619048,0.9083333333333332,1.0,0.4083333333333332
NFKBIA,0.9047619047619048,0.9083333333333332,1.0,0.4083333333333332
RASD1,0.9095238095238095,0.9083333333333332,0.975,0.4083333333333332
PPP1R15B,0.9047619047619048,0.9083333333333332,0.9444444444444444,0.4083333333333332
MTFR2,0.9095238095238095,0.9083333333333332,0.9277777777777778,0.4083333333333332
MCL1,0.9095238095238095,0.9083333333333332,1.0,0.4083333333333332
SAMD12,0.9142857142857143,0.9083333333333332,0.9166666666666666,0.4083333333333332
SAMHD1,0.9095238095238095,0.9083333333333332,0.9833333333333332,0.4083333333333332
SPRY1,0.9095238095238095,0.9083333333333332,0.9361111111111111,0.4083333333333332
PTEN,0.9095238095238095,0.9083333333333332,0.9666666666666666,0.4083333333333332
SYT16,0.9142857142857143,0.9083333333333332,0.9416666666666667,0.4083333333333332
PROM1,0.9142857142857143,0.9,0.9166666666666666,0.4
MAP3K1,0.9095238095238095,0.9,0.9666666666666666,0.4
RASSF3,0.9047619047619048,0.9,0.9333333333333332,0.4
SH3BP4,0.8857142857142858,0.9,0.9333333333333332,0.4
MMP2,0.9095238095238095,0.9,0.8833333333333334,0.4
FKBP5,0.9047619047619048,0.8999999999999998,0.8944444444444445,0.3999999999999998
IER3,0.8809523809523808,0.8916666666666666,0.8666666666666666,0.3916666666666666
NAP1L5,0.880952380952381,0.8916666666666666,0.9416666666666668,0.3916666666666666
CREM,0.8809523809523808,0.8916666666666666,0.95,0.3916666666666666
USP36,0.8857142857142858,0.8916666666666666,0.8666666666666666,0.3916666666666666
DUSP6,0.8809523809523808,0.8916666666666666,0.925,0.3916666666666666
SLC25A4,0.8761904761904763,0.8833333333333334,0.9444444444444444,0.3833333333333334
ZNF799,0.880952380952381,0.8833333333333332,0.961111111111111,0.3833333333333332
COX6C,0.8857142857142858,0.8833333333333332,0.9666666666666666,0.3833333333333332
ADAM10,0.8857142857142858,0.8833333333333332,0.9166666666666666,0.3833333333333332
APOL6,0.880952380952381,0.8833333333333332,0.9583333333333333,0.3833333333333332
PINK1,0.8761904761904763,0.8833333333333332,0.9055555555555556,0.3833333333333332
HERPUD1,0.8761904761904763,0.8833333333333332,0.9083333333333334,0.3833333333333332
MDK,0.8857142857142858,0.8833333333333332,0.9083333333333332,0.3833333333333332
NRP1,0.8857142857142858,0.8833333333333332,0.95,0.3833333333333332
GPX8,0.880952380952381,0.8833333333333332,0.8638888888888889,0.3833333333333332
HOXB3,0.8857142857142858,0.8833333333333332,0.8916666666666668,0.3833333333333332
SLFN5,0.8857142857142858,0.8833333333333332,0.9083333333333332,0.3833333333333332
SEMA3B-AS1,0.880952380952381,0.8833333333333332,0.925,0.3833333333333332
SGK1,0.8809523809523808,0.8833333333333332,0.9361111111111111,0.3833333333333332
RGS3,0.880952380952381,0.8833333333333332,0.9527777777777778,0.3833333333333332
ELL2,0.880952380952381,0.8833333333333332,0.9833333333333332,0.3833333333333332
TRIM27,0.8857142857142858,0.8833333333333332,0.9,0.3833333333333332
COX5B,0.8809523809523808,0.8833333333333332,0.9166666666666666,0.3833333333333332
CASP1,0.880952380952381,0.875,0.9333333333333332,0.375
DCDC1,0.880952380952381,0.875,0.8638888888888889,0.375
TBX19,0.880952380952381,0.875,0.8916666666666666,0.375
TRIM22,0.8857142857142858,0.875,0.9416666666666668,0.375
CCDC51,0.8761904761904763,0.875,0.9333333333333332,0.375
TMEM63A,0.8809523809523808,0.875,0.9333333333333332,0.375
CSNK1G1,0.8857142857142858,0.875,0.9333333333333332,0.375
FAM117B,0.8809523809523808,0.875,0.925,0.375
FAS,0.880952380952381,0.875,0.925,0.375
PRKD3,0.8809523809523808,0.875,0.95,0.375
GALNT7,0.880952380952381,0.875,0.9666666666666666,0.375
IKZF2,0.880952380952381,0.875,0.9666666666666666,0.375
PLEKHA1,0.8857142857142858,0.875,0.85,0.375
RHBDL2,0.8761904761904763,0.875,0.8972222222222224,0.375
