gene,mean_expr_case,mean_expr_control,diff_mean_log_expr,cohen_d,t_stat,p_value,adj_p_value,pct_expr_case,pct_expr_control,pct_expr_diff,n_case_groups,n_control_groups,passes_expression_filter,direction,rank_score,diff_mean_log_expr_CKD_vs_AKI,adj_p_value_CKD_vs_AKI,pct_expr_CKD,pct_expr_AKI,ckd_specificity_score,combined_biomarker_score
ATF1,0.07507893300454346,0.07391052410976917,0.001168408894774292,0.08417514072870796,0.23939477102648596,0.8124726369060087,1.0,0.06369231945559506,0.08318706697459584,-0.01949474751900078,15,18,True,up_in_case,-0.0,0.0002345134335201976,1.0,0.06369231945559506,0.0614361181764821,-0.0,-0.0
ATG12,0.1446036390255672,0.14263473329845475,0.0019689057271124466,0.075030400120156,0.21113283566155688,0.8343431264997503,1.0,0.11843865886760714,0.15011547344110854,-0.0316768145735014,15,18,True,up_in_case,-0.0,-0.01131323683171892,1.0,0.11843865886760714,0.11406769712385052,0.0,-0.0
ATG4A,0.055387401425117756,0.054814758404521616,0.0005726430205961405,0.05393547488847635,0.14766230333133454,0.8839475068365116,1.0,0.04702374125473105,0.06263279445727482,-0.015609053202543771,15,18,True,up_in_case,-0.0,0.00487901386154041,1.0,0.04702374125473105,0.04117170249042681,-0.0,-0.0
ATP5F1A,0.6893877788936952,0.678720323710563,0.010667455183132168,0.02202623202074282,0.06542668481488186,0.9482760666165314,1.0,0.3660970294758573,0.3302540415704388,0.03584298790541851,15,18,True,up_in_case,-0.0,-0.06328068899334272,1.0,0.3660970294758573,0.3956172960281745,0.0,-0.0
ATP5F1C,0.716382268482733,0.6740778350321812,0.04230443345055179,0.08659061242833206,0.2559942440168322,0.799697202672035,1.0,0.3715257865963222,0.33293302540415703,0.03859276119216515,15,18,True,up_in_case,-0.0,-0.13644606067185516,0.9725079514753338,0.3715257865963222,0.4243787908432792,0.0,-0.0
ATP5IF1,1.0596705257294752,0.9622848528280864,0.09738567290138878,0.1363236564149754,0.4005123629163282,0.6915552702069367,1.0,0.45930343693848685,0.39658198614318707,0.06272145079529978,15,18,True,up_in_case,-0.0,-0.20185633669552883,0.9725079514753338,0.45930343693848685,0.5405707577493921,0.0,-0.0
ATP5MC1,0.7990947012375055,0.7604591120609063,0.03863558917659915,0.07017316483590698,0.20792588706528645,0.836700625988107,1.0,0.3991474557479833,0.34170900692840644,0.05743844881957688,15,18,True,up_in_case,-0.0,-0.15382712155365996,0.9725079514753338,0.3991474557479833,0.465634346088269,0.0,-0.0
ATP5MC3,1.1467706225028074,1.065587166161627,0.0811834563411804,0.1036960318275491,0.30561893177822413,0.7619768646205761,1.0,0.4730664831593837,0.39648960739030026,0.07657687576908345,15,18,True,up_in_case,-0.0,-0.2722519278859612,0.9725079514753338,0.4730664831593837,0.5777734298571708,0.0,-0.0
ATP5ME,1.2720018595800444,1.1723664207407867,0.09963543883925774,0.11540619292275495,0.3403182422456029,0.7359603024073992,1.0,0.5094047482509462,0.4284988452655889,0.08090590298535727,15,18,True,up_in_case,-0.0,-0.031069969281356746,1.0,0.5094047482509462,0.5622327193448304,0.0,-0.0
ATP5PF,1.0850438470424484,1.0411603924508221,0.043883454591626236,0.05817387607505475,0.17200966219798122,0.8645822015805662,1.0,0.4671216118056352,0.3987528868360277,0.0683687249696075,15,18,True,up_in_case,-0.0,-0.2053642085180658,0.9725079514753338,0.4671216118056352,0.5529250635883389,0.0,-0.0
