gene_set,gene_set_label,source_file,gene_rank,gene
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,119,TESC
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,120,CD47
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,121,FZD1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,122,FLOT2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,123,COL27A1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,124,SLC44A4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,125,LAPTM4A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,126,TMEM63A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,127,PTPRC
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,128,ARHGEF28
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,129,TMED5
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,130,STK38
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,131,TUSC3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,132,ATF7IP
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,133,CAPRIN1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,134,TPBG
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,135,YPEL2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,136,CMTM6
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,137,PTEN
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,138,EPS8L2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,139,S100A1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,140,ZNF503
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,141,AP1G2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,142,CMPK1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,143,RBBP4
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,144,OGA
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,145,RCAN3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,146,CCNG2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,147,SFT2D2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,148,EIF2S3
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,149,PYCARD
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,150,F2RL1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,151,STT3B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,152,LASP1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,153,RHOF
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,154,NPNT
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,155,CEPT1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,156,BMP2K
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,157,CDH2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,158,PFN1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,159,LIMD2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,160,CLDN1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,161,C12orf75
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,162,ARNT
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,163,GPX8
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,164,FYB1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,165,MYEF2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,166,C4orf48
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,167,TNFAIP2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,168,DNAJC10
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,169,DSEL
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,170,NREP
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,171,ZNRF2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,172,LAMP2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,173,PCMTD1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,174,DYNC2LI1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,175,TMEM54
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,176,TP53INP1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,177,ATP11A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,178,EPG5
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,179,TRA2A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,180,GCA
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,181,HIST1H2AC
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,182,CXCL14
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,183,VPS13C
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,184,TMSB10
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,185,GFPT1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,186,RNF43
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,187,TMEM106B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,188,CMTR2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,189,SNX14
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,190,NHSL1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,191,SUMF2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,192,ADSS
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,193,BTBD7
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,194,PAM
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,195,TMEM167A
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,196,SYPL1
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,197,DCDC2
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,198,FAM117B
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,199,SCIN
whole_ckd_up_traditional,Whole Dataset CKD Up Traditional,results\ckd_upregulated_candidate_biomarkers.csv,200,ZBTB44
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,1,PDK4
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,2,ZFAND5
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,3,CEBPD
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,4,KLF9
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,5,GADD45A
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,6,PER1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,7,NFKBIA
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,8,HERPUD1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,9,TSC22D3
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,10,ERRFI1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,11,NR4A1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,12,SLC25A33
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,13,FKBP5
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,14,RASD1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,15,SGK1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,16,GABARAPL1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,17,TIPARP
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,18,DUSP1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,19,KLF6
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,20,CYCS
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,21,USP2
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,22,CSRNP1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,23,COX7A1
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,24,SLC3A2
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,25,ZFP36
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,26,CREM
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,27,MGP
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,28,BTG2
whole_ckd_down_traditional,Whole Dataset CKD Down Traditional,results\ckd_downregulated_reference_loss_genes.csv,29,MT2A
